sample_id,image_name,true_algo,is_stego,path,p_WOW,tau_WOW,tau_fpr10_WOW,range_low_WOW,range_high_WOW,margin_WOW,inside_range_WOW,p_S-UNIWARD,tau_S-UNIWARD,tau_fpr10_S-UNIWARD,range_low_S-UNIWARD,range_high_S-UNIWARD,margin_S-UNIWARD,inside_range_S-UNIWARD,p_HILL,tau_HILL,tau_fpr10_HILL,range_low_HILL,range_high_HILL,margin_HILL,inside_range_HILL,p_HUGO,tau_HUGO,tau_fpr10_HUGO,range_low_HUGO,range_high_HUGO,margin_HUGO,inside_range_HUGO,p_MiPOD,tau_MiPOD,tau_fpr10_MiPOD,range_low_MiPOD,range_high_MiPOD,margin_MiPOD,inside_range_MiPOD,pred_algo,decision,top1_algo,top2_algo,top1_score,top2_score,top1_top2_margin,top1_evidence,top2_evidence,max_evidence,num_activated_templates,activated_templates,E_WOW,G_WOW,S_WOW,E_S-UNIWARD,G_S-UNIWARD,S_S-UNIWARD,E_HILL,G_HILL,S_HILL,E_HUGO,G_HUGO,S_HUGO,E_MiPOD,G_MiPOD,S_MiPOD
COVER__52.pgm,52.pgm,COVER,0,<BOSSBASE_ROOT>\cover\52.pgm,0.009268013380914325,0.491455078125,0.51220703125,0.491455078125,0.51220703125,-0.4821870647440857,0,0.013584392513059033,0.50537109375,0.5322265625,0.50537109375,0.5322265625,-0.49178670123694096,0,0.010013570623173138,0.50048828125,0.548828125,0.50048828125,0.548828125,-0.49047471062682685,0,0.011419614645648401,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.5164124166043516,0,0.009376237450848677,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.4828112625491513,0,UNKNOWN,UNKNOWN_OR_COVER,HUGO,S-UNIWARD,-2.0036289805969094,-2.053156123430079,0.04952714283316961,-2.152793298236894,-2.206039321207592,-2.152793298236894,0,,-2.26480075007496,0.6174315512859161,-2.110442862253481,-2.206039321207592,0.6115327911100528,-2.053156123430079,-2.2621140376704303,0.6123356429416346,-2.109030126935022,-2.152793298236894,0.5966572705599372,-2.0036289805969094,-2.290421810454707,0.617046272124538,-2.1361602424235726
COVER__7548.pgm,7548.pgm,COVER,0,<BOSSBASE_ROOT>\cover\7548.pgm,0.01128807389923099,0.491455078125,0.51220703125,0.491455078125,0.51220703125,-0.480167004225769,0,0.010408314101072437,0.50537109375,0.5322265625,0.50537109375,0.5322265625,-0.49496277964892754,0,0.010368156650788152,0.50048828125,0.548828125,0.50048828125,0.548828125,-0.49012012459921184,0,0.009090383313658499,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.5187416479363415,0,0.008711384457705508,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.48347611554229447,0,UNKNOWN,UNKNOWN_OR_COVER,HUGO,S-UNIWARD,-2.0170015475419447,-2.0721577151851442,0.05515616764319953,-2.165818831297663,-2.224556114225575,-2.165818831297663,0,,-2.252157331689032,0.6186800609934549,-2.0974873164406684,-2.224556114225575,0.6095935961617236,-2.0721577151851442,-2.2601218195374333,0.6125528071042459,-2.106983617761372,-2.165818831297663,0.5952691350228722,-2.0170015475419447,-2.2940044721526207,0.6166361634097182,-2.1398454313001913
COVER__450.pgm,450.pgm,COVER,0,<BOSSBASE_ROOT>\cover\450.pgm,0.5159857608291253,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.024530682704125284,0,0.5091313698625539,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.0037602761125539175,1,0.5065570886611804,0.50048828125,0.548828125,0.50048828125,0.548828125,0.006068807411180432,1,0.5232224162319983,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.004609615018001723,0,0.5140572686144013,0.4921875,0.62451171875,0.4921875,0.62451171875,0.021869768614401264,1,UNKNOWN,UNKNOWN_OR_COVER,WOW,HUGO,1.1557675135228958,0.9581618088438841,0.19760570467901162,0.9067104133140557,0.7093115606060106,0.9067104133140557,0,,0.9067104133140557,0.9962284008353607,1.1557675135228958,0.6830394797557156,1.0,0.9330394797557156,0.5276828618604406,1.0,0.7776828618604406,0.7093115606060106,0.9954009929514942,0.9581618088438841,0.4291288551218557,1.0,0.6791288551218557
COVER__637.pgm,637.pgm,COVER,0,<BOSSBASE_ROOT>\cover\637.pgm,0.35644665867004166,0.491455078125,0.51220703125,0.491455078125,0.51220703125,-0.13500841945495834,0,0.23144047331530365,0.50537109375,0.5322265625,0.50537109375,0.5322265625,-0.27393062043469635,0,0.5974904630158353,0.50048828125,0.548828125,0.50048828125,0.548828125,0.0970021817658353,0,0.10521053670308635,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.42262149454691367,0,0.5866412601032307,0.4921875,0.62451171875,0.4921875,0.62451171875,0.0944537601032307,1,HILL|MiPOD,AMBIGUOUS,HILL,MiPOD,1.27671168339819,1.0702587573267186,0.20645292607147137,1.038586008559212,0.8202587573267186,1.038586008559212,1,HILL,-0.09183373881534651,0.8737085555072371,0.12659340006146277,-0.9359208188747358,0.7603848285997308,-0.7458246117248031,1.038586008559212,0.952502699355912,1.27671168339819,-1.6282954781704302,0.6553266308779321,-1.4644638204509473,0.8202587573267186,1.0,1.0702587573267186
COVER__7056.pgm,7056.pgm,COVER,0,<BOSSBASE_ROOT>\cover\7056.pgm,0.010091315485195006,0.491455078125,0.51220703125,0.491455078125,0.51220703125,-0.481363762639805,0,0.08882029240011771,0.50537109375,0.5322265625,0.50537109375,0.5322265625,-0.4165508013498823,0,0.007260866498285615,0.50048828125,0.548828125,0.50048828125,0.548828125,-0.4932274147517144,0,0.008985428752560176,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.5188466024974399,0,0.010489091259938018,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.481698408740062,0,UNKNOWN,UNKNOWN_OR_COVER,S-UNIWARD,HUGO,-1.6025787091585255,-2.0176040929242083,0.41502538376568276,-1.7674079635960624,-2.166405758446843,-1.7674079635960624,0,,-2.2596477594253974,0.6179400932944666,-2.105162736101781,-1.7674079635960624,0.6593170177501474,-1.6025787091585255,-2.2775799236481205,0.6106523819141725,-2.124916828169577,-2.166405758446843,0.5952066620905373,-2.0176040929242083,-2.2844250280707508,0.6177333366491353,-2.129991693908467
COVER__9661.pgm,9661.pgm,COVER,0,<BOSSBASE_ROOT>\cover\9661.pgm,0.01028830113371619,0.491455078125,0.51220703125,0.491455078125,0.51220703125,-0.4811667769912838,0,0.014227046103179024,0.50537109375,0.5322265625,0.50537109375,0.5322265625,-0.49114404764682096,0,0.007176881945656949,0.50048828125,0.548828125,0.50048828125,0.548828125,-0.49331139930434303,0,0.008219693061967886,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.5196123381880321,0,0.008093289897373068,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.48409421010262693,0,UNKNOWN,UNKNOWN_OR_COVER,HUGO,S-UNIWARD,-2.022000141028348,-2.0493111187118918,0.027310977683543847,-2.1706879074187526,-2.202292599002748,-2.1706879074187526,0,,-2.2584148399421973,0.6180618306143503,-2.10389938228861,-2.202292599002748,0.6119259211634255,-2.0493111187118918,-2.2780517852997595,0.6106010987005948,-2.1254015106246107,-2.1706879074187526,0.5947510655616193,-2.022000141028348,-2.2973351689078876,0.6162551417172586,-2.143271383478573
COVER__7451.pgm,7451.pgm,COVER,0,<BOSSBASE_ROOT>\cover\7451.pgm,0.00912563738918052,0.491455078125,0.51220703125,0.491455078125,0.51220703125,-0.48232944073581946,0,0.009303949868393646,0.50537109375,0.5322265625,0.50537109375,0.5322265625,-0.49606714388160633,0,0.007204769088868756,0.50048828125,0.548828125,0.50048828125,0.548828125,-0.49328351216113125,0,0.008677716704989246,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.5191543145450107,0,0.004645557549716042,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.487541942450284,0,UNKNOWN,UNKNOWN_OR_COVER,HUGO,S-UNIWARD,-2.0193706619983716,-2.078764458074271,0.05939379607589945,-2.168126546499873,-2.2309946466735777,-2.168126546499873,0,,-2.265691871511808,0.6173436501141307,-2.111355958983275,-2.2309946466735777,0.6089207543972263,-2.078764458074271,-2.277895103230932,0.6106181268583117,-2.125240571516354,-2.168126546499873,0.5950235380060062,-2.0193706619983716,-2.3159138002053297,0.6141341173938608,-2.1623802708568647
COVER__3439.pgm,3439.pgm,COVER,0,<BOSSBASE_ROOT>\cover\3439.pgm,0.5062862898382244,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.014831211713224435,1,0.5039443151507156,0.50537109375,0.5322265625,0.50537109375,0.5322265625,-0.0014267785992844173,0,0.49808693865660975,0.50048828125,0.548828125,0.50048828125,0.548828125,-0.0024013425933902544,0,0.5030593490270622,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.024772682222937825,0,0.5112514571810676,0.4921875,0.62451171875,0.4921875,0.62451171875,0.01906395718106757,1,UNKNOWN,UNKNOWN_OR_COVER,WOW,S-UNIWARD,1.0960020985144956,0.9024420925895876,0.19356000592490796,0.8460020985144956,0.6527985328982395,0.8460020985144956,0,,0.8460020985144956,1.0,1.0960020985144956,0.6527985328982395,0.9985742387653924,0.9024420925895876,0.48009388453438084,0.9976015383232512,0.7294942691151937,0.5965556076539102,0.975531642510167,0.840438518281452,0.41400931252004125,1.0,0.6640093125200413
COVER__3664.pgm,3664.pgm,COVER,0,<BOSSBASE_ROOT>\cover\3664.pgm,0.014785407692390527,0.491455078125,0.51220703125,0.491455078125,0.51220703125,-0.4766696704326095,0,0.12442563335989186,0.50537109375,0.5322265625,0.50537109375,0.5322265625,-0.3809454603901081,0,0.12896329929010264,0.50048828125,0.548828125,0.50048828125,0.548828125,-0.37152498195989736,0,0.5198260252465047,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.008006006003495325,0,0.42841274065511853,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.06377475934488147,0,UNKNOWN,UNKNOWN_OR_COVER,HUGO,MiPOD,0.9383247439394193,0.20217433635907586,0.7361504075803434,0.6903182547624681,-0.03237973868772015,0.6903182547624681,0,,-2.2302677625492877,0.6208475797368905,-2.075055867615065,-1.5598259573084823,0.6832151508915847,-1.3890221695855862,-1.593802858126168,0.6896817760114415,-1.4213824141233076,0.6903182547624681,0.9920259567078049,0.9383247439394193,-0.03237973868772015,0.938216300187184,0.20217433635907586
COVER__3390.pgm,3390.pgm,COVER,0,<BOSSBASE_ROOT>\cover\3390.pgm,0.5336708866897778,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.0422158085647778,0,0.40874869317441304,0.50537109375,0.5322265625,0.50537109375,0.5322265625,-0.09662240057558696,0,0.5581463728858037,0.50048828125,0.548828125,0.50048828125,0.548828125,0.05765809163580371,0,0.6520198770383038,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.12418784578830377,0,0.6160122621434994,0.4921875,0.62451171875,0.4921875,0.62451171875,0.12382476214349936,1,HUGO|WOW,AMBIGUOUS,HUGO,WOW,1.6549514573314965,1.2620916003882794,0.3928598569432171,1.4295730309179528,1.0174003869245256,1.4295730309179528,2,"WOW,HUGO",1.0174003869245256,0.9787648538550153,1.2620916003882794,0.09780038748066888,0.9078987634672246,0.32477507834747504,0.8175338415843454,0.990725032449405,1.0652150996966967,1.4295730309179528,0.9015137056541744,1.6549514573314965,0.9785288788787563,1.0,1.2285288788787563
