image_id,kind,true_algo,path,WOW_score,S-UNIWARD_score
1,cover,COVER,${BOWS2_ROOT}/cover/1.pgm,0.5051781535148621,0.49462372064590454
10,cover,COVER,${BOWS2_ROOT}/cover/10.pgm,0.5052458047866821,0.4946354925632477
100,cover,COVER,${BOWS2_ROOT}/cover/100.pgm,0.5052621960639954,0.4946274161338806
1000,cover,COVER,${BOWS2_ROOT}/cover/1000.pgm,0.5051990747451782,0.4946231544017792
10000,cover,COVER,${BOWS2_ROOT}/cover/10000.pgm,0.5051826238632202,0.4946264922618866
1001,cover,COVER,${BOWS2_ROOT}/cover/1001.pgm,0.5053021907806396,0.4946284890174866
1002,cover,COVER,${BOWS2_ROOT}/cover/1002.pgm,0.5052082538604736,0.4946267306804657
1003,cover,COVER,${BOWS2_ROOT}/cover/1003.pgm,0.5051857233047485,0.49462196230888367
1004,cover,COVER,${BOWS2_ROOT}/cover/1004.pgm,0.5053428411483765,0.49463239312171936
1005,cover,COVER,${BOWS2_ROOT}/cover/1005.pgm,0.5052614212036133,0.4946310520172119
1006,cover,COVER,${BOWS2_ROOT}/cover/1006.pgm,0.5052006244659424,0.4946226477622986
1007,cover,COVER,${BOWS2_ROOT}/cover/1007.pgm,0.5052231550216675,0.4946258068084717
1008,cover,COVER,${BOWS2_ROOT}/cover/1008.pgm,0.5053458213806152,0.49462759494781494
1009,cover,COVER,${BOWS2_ROOT}/cover/1009.pgm,0.5051912665367126,0.4946192502975464
101,cover,COVER,${BOWS2_ROOT}/cover/101.pgm,0.5052195191383362,0.49463188648223877
1010,cover,COVER,${BOWS2_ROOT}/cover/1010.pgm,0.5051794052124023,0.4946244955062866
1011,cover,COVER,${BOWS2_ROOT}/cover/1011.pgm,0.5053256750106812,0.4946247339248657
1012,cover,COVER,${BOWS2_ROOT}/cover/1012.pgm,0.5053322315216064,0.49462252855300903
1013,cover,COVER,${BOWS2_ROOT}/cover/1013.pgm,0.5052014589309692,0.4946243464946747
1014,cover,COVER,${BOWS2_ROOT}/cover/1014.pgm,0.5052599906921387,0.4946296811103821
1015,cover,COVER,${BOWS2_ROOT}/cover/1015.pgm,0.5053173899650574,0.4946260452270508
1016,cover,COVER,${BOWS2_ROOT}/cover/1016.pgm,0.5053156614303589,0.4946237802505493
1017,cover,COVER,${BOWS2_ROOT}/cover/1017.pgm,0.5052631497383118,0.4946316182613373
1018,cover,COVER,${BOWS2_ROOT}/cover/1018.pgm,0.5051630735397339,0.49462294578552246
1019,cover,COVER,${BOWS2_ROOT}/cover/1019.pgm,0.5053439736366272,0.49462443590164185
102,cover,COVER,${BOWS2_ROOT}/cover/102.pgm,0.5052477717399597,0.4946204423904419
1020,cover,COVER,${BOWS2_ROOT}/cover/1020.pgm,0.5052132606506348,0.49463146924972534
1021,cover,COVER,${BOWS2_ROOT}/cover/1021.pgm,0.5053436160087585,0.49462956190109253
1022,cover,COVER,${BOWS2_ROOT}/cover/1022.pgm,0.5052003264427185,0.49463415145874023
1023,cover,COVER,${BOWS2_ROOT}/cover/1023.pgm,0.5051789283752441,0.4946313500404358
1024,cover,COVER,${BOWS2_ROOT}/cover/1024.pgm,0.5053547620773315,0.4946244955062866
1025,cover,COVER,${BOWS2_ROOT}/cover/1025.pgm,0.5052699446678162,0.4946173429489136
1026,cover,COVER,${BOWS2_ROOT}/cover/1026.pgm,0.505210816860199,0.4946284890174866
1027,cover,COVER,${BOWS2_ROOT}/cover/1027.pgm,0.505334734916687,0.4946209192276001
1028,cover,COVER,${BOWS2_ROOT}/cover/1028.pgm,0.5051925182342529,0.4946269989013672
1029,cover,COVER,${BOWS2_ROOT}/cover/1029.pgm,0.5053921937942505,0.4946267008781433
103,cover,COVER,${BOWS2_ROOT}/cover/103.pgm,0.5051966309547424,0.49462828040122986
1030,cover,COVER,${BOWS2_ROOT}/cover/1030.pgm,0.5053144693374634,0.49462026357650757
1031,cover,COVER,${BOWS2_ROOT}/cover/1031.pgm,0.5052469372749329,0.49461451172828674
1032,cover,COVER,${BOWS2_ROOT}/cover/1032.pgm,0.5053479671478271,0.49462223052978516
1033,cover,COVER,${BOWS2_ROOT}/cover/1033.pgm,0.5053268671035767,0.494623601436615
1034,cover,COVER,${BOWS2_ROOT}/cover/1034.pgm,0.5052990317344666,0.4946211874485016
1035,cover,COVER,${BOWS2_ROOT}/cover/1035.pgm,0.5052751302719116,0.49462753534317017
1036,cover,COVER,${BOWS2_ROOT}/cover/1036.pgm,0.5051925182342529,0.49462297558784485
1037,cover,COVER,${BOWS2_ROOT}/cover/1037.pgm,0.5052436590194702,0.4946303367614746
1038,cover,COVER,${BOWS2_ROOT}/cover/1038.pgm,0.5052288770675659,0.4946244955062866
1039,cover,COVER,${BOWS2_ROOT}/cover/1039.pgm,0.5051714777946472,0.49463117122650146
104,cover,COVER,${BOWS2_ROOT}/cover/104.pgm,0.5052348375320435,0.4946324825286865
1040,cover,COVER,${BOWS2_ROOT}/cover/1040.pgm,0.5051776766777039,0.49463126063346863
1041,cover,COVER,${BOWS2_ROOT}/cover/1041.pgm,0.5053756237030029,0.49462154507637024
1042,cover,COVER,${BOWS2_ROOT}/cover/1042.pgm,0.5053340792655945,0.4946252703666687
1043,cover,COVER,${BOWS2_ROOT}/cover/1043.pgm,0.5052973031997681,0.4946252107620239
1044,cover,COVER,${BOWS2_ROOT}/cover/1044.pgm,0.5053339004516602,0.49462801218032837
1045,cover,COVER,${BOWS2_ROOT}/cover/1045.pgm,0.5053068995475769,0.494623064994812
1046,cover,COVER,${BOWS2_ROOT}/cover/1046.pgm,0.5052192211151123,0.4946308732032776
1047,cover,COVER,${BOWS2_ROOT}/cover/1047.pgm,0.5051897168159485,0.4946245849132538
1048,cover,COVER,${BOWS2_ROOT}/cover/1048.pgm,0.5053077936172485,0.49462416768074036
1049,cover,COVER,${BOWS2_ROOT}/cover/1049.pgm,0.5053724050521851,0.49462270736694336
105,cover,COVER,${BOWS2_ROOT}/cover/105.pgm,0.5051926374435425,0.49462562799453735
1050,cover,COVER,${BOWS2_ROOT}/cover/1050.pgm,0.5053161382675171,0.4946233928203583
1051,cover,COVER,${BOWS2_ROOT}/cover/1051.pgm,0.5053545236587524,0.49462324380874634
1052,cover,COVER,${BOWS2_ROOT}/cover/1052.pgm,0.5052796006202698,0.4946192800998688
1053,cover,COVER,${BOWS2_ROOT}/cover/1053.pgm,0.5052910447120667,0.49462801218032837
1054,cover,COVER,${BOWS2_ROOT}/cover/1054.pgm,0.505269467830658,0.4946276843547821
1055,cover,COVER,${BOWS2_ROOT}/cover/1055.pgm,0.5053356289863586,0.49462440609931946
1056,cover,COVER,${BOWS2_ROOT}/cover/1056.pgm,0.505308985710144,0.4946207106113434
1057,cover,COVER,${BOWS2_ROOT}/cover/1057.pgm,0.5053213834762573,0.4946344196796417
1058,cover,COVER,${BOWS2_ROOT}/cover/1058.pgm,0.505318284034729,0.49462011456489563
1059,cover,COVER,${BOWS2_ROOT}/cover/1059.pgm,0.5052486658096313,0.49463215470314026
106,cover,COVER,${BOWS2_ROOT}/cover/106.pgm,0.5052175521850586,0.49462825059890747
1060,cover,COVER,${BOWS2_ROOT}/cover/1060.pgm,0.5052894949913025,0.49463045597076416
1061,cover,COVER,${BOWS2_ROOT}/cover/1061.pgm,0.5052303075790405,0.49463334679603577
1062,cover,COVER,${BOWS2_ROOT}/cover/1062.pgm,0.5052118301391602,0.49461957812309265
1063,cover,COVER,${BOWS2_ROOT}/cover/1063.pgm,0.5052015781402588,0.49462297558784485
1064,cover,COVER,${BOWS2_ROOT}/cover/1064.pgm,0.5053431391716003,0.4946303367614746
1065,cover,COVER,${BOWS2_ROOT}/cover/1065.pgm,0.5053339004516602,0.4946352243423462
1066,cover,COVER,${BOWS2_ROOT}/cover/1066.pgm,0.5051674842834473,0.49461981654167175
1067,cover,COVER,${BOWS2_ROOT}/cover/1067.pgm,0.5051933526992798,0.494629442691803
1068,cover,COVER,${BOWS2_ROOT}/cover/1068.pgm,0.5052064657211304,0.49463316798210144
1069,cover,COVER,${BOWS2_ROOT}/cover/1069.pgm,0.505193829536438,0.4946218729019165
107,cover,COVER,${BOWS2_ROOT}/cover/107.pgm,0.505213737487793,0.4946270287036896
1070,cover,COVER,${BOWS2_ROOT}/cover/1070.pgm,0.5052813291549683,0.49462732672691345
1071,cover,COVER,${BOWS2_ROOT}/cover/1071.pgm,0.5052621364593506,0.4946284592151642
1072,cover,COVER,${BOWS2_ROOT}/cover/1072.pgm,0.5051865577697754,0.49462831020355225
1073,cover,COVER,${BOWS2_ROOT}/cover/1073.pgm,0.5052006244659424,0.49463173747062683
1074,cover,COVER,${BOWS2_ROOT}/cover/1074.pgm,0.5052892565727234,0.49462491273880005
1075,cover,COVER,${BOWS2_ROOT}/cover/1075.pgm,0.5052725672721863,0.4946272373199463
1076,cover,COVER,${BOWS2_ROOT}/cover/1076.pgm,0.5053247213363647,0.4946291446685791
1077,cover,COVER,${BOWS2_ROOT}/cover/1077.pgm,0.5052236318588257,0.4946281313896179
1078,cover,COVER,${BOWS2_ROOT}/cover/1078.pgm,0.5053232908248901,0.49462780356407166
1079,cover,COVER,${BOWS2_ROOT}/cover/1079.pgm,0.5053061842918396,0.49463286995887756
108,cover,COVER,${BOWS2_ROOT}/cover/108.pgm,0.5051897764205933,0.49462753534317017
1080,cover,COVER,${BOWS2_ROOT}/cover/1080.pgm,0.5052353739738464,0.4946218729019165
1081,cover,COVER,${BOWS2_ROOT}/cover/1081.pgm,0.5053466558456421,0.49462518095970154
1082,cover,COVER,${BOWS2_ROOT}/cover/1082.pgm,0.5051904320716858,0.4946247935295105
1083,cover,COVER,${BOWS2_ROOT}/cover/1083.pgm,0.5051781535148621,0.4946213960647583
1084,cover,COVER,${BOWS2_ROOT}/cover/1084.pgm,0.5053406357765198,0.4946277141571045
1085,cover,COVER,${BOWS2_ROOT}/cover/1085.pgm,0.5053452253341675,0.4946250915527344
1086,cover,COVER,${BOWS2_ROOT}/cover/1086.pgm,0.5053248405456543,0.49463003873825073
1087,cover,COVER,${BOWS2_ROOT}/cover/1087.pgm,0.5053053498268127,0.4946209788322449
1088,cover,COVER,${BOWS2_ROOT}/cover/1088.pgm,0.5052335262298584,0.4946194291114807
1089,cover,COVER,${BOWS2_ROOT}/cover/1089.pgm,0.5051976442337036,0.49462205171585083
109,cover,COVER,${BOWS2_ROOT}/cover/109.pgm,0.5051651000976562,0.49463069438934326
1090,cover,COVER,${BOWS2_ROOT}/cover/1090.pgm,0.505311131477356,0.4946208894252777
1091,cover,COVER,${BOWS2_ROOT}/cover/1091.pgm,0.5052551031112671,0.49462461471557617
1092,cover,COVER,${BOWS2_ROOT}/cover/1092.pgm,0.5053046941757202,0.4946204721927643
1093,cover,COVER,${BOWS2_ROOT}/cover/1093.pgm,0.5052076578140259,0.49462080001831055
1094,cover,COVER,${BOWS2_ROOT}/cover/1094.pgm,0.5051702260971069,0.4946220815181732
1095,cover,COVER,${BOWS2_ROOT}/cover/1095.pgm,0.5052155256271362,0.4946279525756836
1096,cover,COVER,${BOWS2_ROOT}/cover/1096.pgm,0.5054041743278503,0.4946252107620239
1097,cover,COVER,${BOWS2_ROOT}/cover/1097.pgm,0.5053061246871948,0.4946267604827881
1098,cover,COVER,${BOWS2_ROOT}/cover/1098.pgm,0.5053210854530334,0.49462705850601196
1099,cover,COVER,${BOWS2_ROOT}/cover/1099.pgm,0.5053157210350037,0.49462825059890747
11,cover,COVER,${BOWS2_ROOT}/cover/11.pgm,0.5053340196609497,0.49463069438934326
110,cover,COVER,${BOWS2_ROOT}/cover/110.pgm,0.5052007436752319,0.49462515115737915
1100,cover,COVER,${BOWS2_ROOT}/cover/1100.pgm,0.5052631497383118,0.49463117122650146
1101,cover,COVER,${BOWS2_ROOT}/cover/1101.pgm,0.5053394436836243,0.49462616443634033
1102,cover,COVER,${BOWS2_ROOT}/cover/1102.pgm,0.5053629875183105,0.4946322441101074
1103,cover,COVER,${BOWS2_ROOT}/cover/1103.pgm,0.5053054094314575,0.49463391304016113
1104,cover,COVER,${BOWS2_ROOT}/cover/1104.pgm,0.505337655544281,0.4946275055408478
1105,cover,COVER,${BOWS2_ROOT}/cover/1105.pgm,0.5053569674491882,0.4946204125881195
1106,cover,COVER,${BOWS2_ROOT}/cover/1106.pgm,0.5052777528762817,0.49462825059890747
1107,cover,COVER,${BOWS2_ROOT}/cover/1107.pgm,0.5053327083587646,0.494626522064209
1108,cover,COVER,${BOWS2_ROOT}/cover/1108.pgm,0.5053228139877319,0.49463096261024475
1109,cover,COVER,${BOWS2_ROOT}/cover/1109.pgm,0.5052895545959473,0.49463188648223877
111,cover,COVER,${BOWS2_ROOT}/cover/111.pgm,0.5051897168159485,0.49462467432022095
1110,cover,COVER,${BOWS2_ROOT}/cover/1110.pgm,0.5052895545959473,0.49462780356407166
1111,cover,COVER,${BOWS2_ROOT}/cover/1111.pgm,0.5052856206893921,0.49462854862213135
1112,cover,COVER,${BOWS2_ROOT}/cover/1112.pgm,0.5053021907806396,0.4946322739124298
1113,cover,COVER,${BOWS2_ROOT}/cover/1113.pgm,0.5053567886352539,0.49462229013442993
1114,cover,COVER,${BOWS2_ROOT}/cover/1114.pgm,0.5053898692131042,0.4946272373199463
1115,cover,COVER,${BOWS2_ROOT}/cover/1115.pgm,0.5053029656410217,0.49462825059890747
1116,cover,COVER,${BOWS2_ROOT}/cover/1116.pgm,0.5053912401199341,0.49462223052978516
1117,cover,COVER,${BOWS2_ROOT}/cover/1117.pgm,0.5053377151489258,0.49462294578552246
1118,cover,COVER,${BOWS2_ROOT}/cover/1118.pgm,0.5053104162216187,0.49462640285491943
1119,cover,COVER,${BOWS2_ROOT}/cover/1119.pgm,0.5052487254142761,0.4946311414241791
112,cover,COVER,${BOWS2_ROOT}/cover/112.pgm,0.5052250623703003,0.49462705850601196
1120,cover,COVER,${BOWS2_ROOT}/cover/1120.pgm,0.5052621960639954,0.4946231245994568
1121,cover,COVER,${BOWS2_ROOT}/cover/1121.pgm,0.505300760269165,0.49462881684303284
1122,cover,COVER,${BOWS2_ROOT}/cover/1122.pgm,0.5053245425224304,0.4946293532848358
1123,cover,COVER,${BOWS2_ROOT}/cover/1123.pgm,0.5053733587265015,0.49462610483169556
1124,cover,COVER,${BOWS2_ROOT}/cover/1124.pgm,0.505273699760437,0.49462878704071045
1125,cover,COVER,${BOWS2_ROOT}/cover/1125.pgm,0.5052555799484253,0.4946221709251404
1126,cover,COVER,${BOWS2_ROOT}/cover/1126.pgm,0.5051823258399963,0.49461445212364197
1127,cover,COVER,${BOWS2_ROOT}/cover/1127.pgm,0.5052093267440796,0.4946371018886566
1128,cover,COVER,${BOWS2_ROOT}/cover/1128.pgm,0.5053189396858215,0.4946287274360657
1129,cover,COVER,${BOWS2_ROOT}/cover/1129.pgm,0.505398154258728,0.4946254789829254
113,cover,COVER,${BOWS2_ROOT}/cover/113.pgm,0.505205512046814,0.4946261942386627
1130,cover,COVER,${BOWS2_ROOT}/cover/1130.pgm,0.5052345395088196,0.4946252703666687
