sample_id,image_name,true_algo,is_stego,path,p_WOW,tau_WOW,tau_fpr10_WOW,range_low_WOW,range_high_WOW,margin_WOW,inside_range_WOW,p_S-UNIWARD,tau_S-UNIWARD,tau_fpr10_S-UNIWARD,range_low_S-UNIWARD,range_high_S-UNIWARD,margin_S-UNIWARD,inside_range_S-UNIWARD,p_HILL,tau_HILL,tau_fpr10_HILL,range_low_HILL,range_high_HILL,margin_HILL,inside_range_HILL,p_HUGO,tau_HUGO,tau_fpr10_HUGO,range_low_HUGO,range_high_HUGO,margin_HUGO,inside_range_HUGO,p_MiPOD,tau_MiPOD,tau_fpr10_MiPOD,range_low_MiPOD,range_high_MiPOD,margin_MiPOD,inside_range_MiPOD,pred_algo,decision,top1_algo,top2_algo,top1_score,top2_score,top1_top2_margin,num_activated_templates,activated_templates
WOW__STEGO__52.pgm,52.pgm,WOW,1,${BOSSBASE_ROOT}\stego\WOW\0.4bpp\stego\52.pgm,0.9911526449170697,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.49969756679206967,0,0.9892648373909093,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.4838937436409093,0,0.9936610782629057,0.50048828125,0.548828125,0.50048828125,0.548828125,0.49317279701290573,0,0.008315778477474129,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.5195162527725259,0,0.991186833496954,0.4921875,0.62451171875,0.4921875,0.62451171875,0.498999333496954,0,MiPOD|WOW,AMBIGUOUS,MiPOD,WOW,0.5336510717593727,0.5306693754240008,0.0029816963353718196,4,"WOW,S-UNIWARD,HILL,MiPOD"
WOW__STEGO__7548.pgm,7548.pgm,WOW,1,${BOSSBASE_ROOT}\stego\WOW\0.4bpp\stego\7548.pgm,0.9927952309111313,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.5013401527861313,0,0.9940659331606164,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.4886948394106164,0,0.9867261125456144,0.50048828125,0.548828125,0.50048828125,0.548828125,0.4862378312956144,0,0.03155901917057399,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.496273012079426,0,0.23863889487701548,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.2535486051229845,0,WOW|S-UNIWARD,AMBIGUOUS,WOW,S-UNIWARD,0.5322611293184695,0.5202010168177394,0.012060112500730025,3,"WOW,S-UNIWARD,HILL"
WOW__STEGO__450.pgm,450.pgm,WOW,1,${BOSSBASE_ROOT}\stego\WOW\0.4bpp\stego\450.pgm,0.5144612976347093,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.02300621950970927,0,0.5090779818091946,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.003706888059194613,1,0.5084830726270853,0.50048828125,0.548828125,0.50048828125,0.548828125,0.007994791377085253,1,0.5254144805675072,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.0024175506824928306,0,0.5147967036176525,0.4921875,0.62451171875,0.4921875,0.62451171875,0.022609203617652507,1,WOW|MiPOD,AMBIGUOUS,WOW,MiPOD,0.07289363313798805,0.07260920361765251,0.00028442952033554125,4,"WOW,S-UNIWARD,HILL,MiPOD"
WOW__STEGO__637.pgm,637.pgm,WOW,1,${BOSSBASE_ROOT}\stego\WOW\0.4bpp\stego\637.pgm,0.9929335990367509,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.5014785209117509,0,0.8547634457774486,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.34939235202744856,0,0.7424217173984088,0.50048828125,0.548828125,0.50048828125,0.548828125,0.2419334361484088,0,0.15882561045580992,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.3690064207941901,0,0.687734866468537,0.4921875,0.62451171875,0.4921875,0.62451171875,0.195547366468537,0,WOW,ATTRIBUTED,WOW,S-UNIWARD,0.5323952192625128,0.38560781284827134,0.14678740641424143,4,"WOW,S-UNIWARD,HILL,MiPOD"
WOW__STEGO__7056.pgm,7056.pgm,WOW,1,${BOSSBASE_ROOT}\stego\WOW\0.4bpp\stego\7056.pgm,0.9903290072365529,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.4988739291115529,0,0.9864678513445929,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.4810967575945929,0,0.9889278398167658,0.50048828125,0.548828125,0.50048828125,0.548828125,0.4884395585667658,0,0.008187909901696235,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.5196441213483037,0,0.9847524093785005,0.4921875,0.62451171875,0.4921875,0.62451171875,0.4925649093785005,0,WOW|MiPOD,AMBIGUOUS,WOW,MiPOD,0.5298712578003046,0.5274403304847446,0.0024309273155600497,4,"WOW,S-UNIWARD,HILL,MiPOD"
WOW__STEGO__9661.pgm,9661.pgm,WOW,1,${BOSSBASE_ROOT}\stego\WOW\0.4bpp\stego\9661.pgm,0.9876638995791303,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.49620882145413026,0,0.9893885786697612,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.48401748491976115,0,0.992767236196521,0.50048828125,0.548828125,0.50048828125,0.548828125,0.49227895494652096,0,0.9588471107825551,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.43101507953255513,0,0.9869292152258129,0.4921875,0.62451171875,0.4921875,0.62451171875,0.4947417152258129,0,MiPOD|WOW,AMBIGUOUS,MiPOD,WOW,0.52954130187985,0.5272888715426852,0.0022524303371648235,5,"WOW,S-UNIWARD,HILL,HUGO,MiPOD"
WOW__STEGO__7451.pgm,7451.pgm,WOW,1,${BOSSBASE_ROOT}\stego\WOW\0.4bpp\stego\7451.pgm,0.9909797204985978,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.49952464237359784,0,0.987711402470298,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.482340308720298,0,0.9926826025287876,0.50048828125,0.548828125,0.50048828125,0.548828125,0.4921943212787876,0,0.007460643463940165,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.5203713877860598,0,0.4058607701104689,0.4921875,0.62451171875,0.4921875,0.62451171875,-0.0863267298895311,0,WOW|HILL,AMBIGUOUS,WOW,HILL,0.5305018072506251,0.5242722600414363,0.006229547209188779,3,"WOW,S-UNIWARD,HILL"
WOW__STEGO__3439.pgm,3439.pgm,WOW,1,${BOSSBASE_ROOT}\stego\WOW\0.4bpp\stego\3439.pgm,0.5105651385997119,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.019110060474711865,1,0.5046080238285706,0.50537109375,0.5322265625,0.50537109375,0.5322265625,-0.0007630699214293823,0,0.5030688854120712,0.50048828125,0.548828125,0.50048828125,0.548828125,0.002580604162071176,1,0.5041083364949797,0.52783203125,0.54833984375,0.52783203125,0.54833984375,-0.02372369475502034,0,0.5136913396703219,0.4921875,0.62451171875,0.4921875,0.62451171875,0.021503839670321878,1,MiPOD|WOW,AMBIGUOUS,MiPOD,WOW,0.07150383967032188,0.06911006047471187,0.002393779195610013,3,"WOW,HILL,MiPOD"
WOW__STEGO__3664.pgm,3664.pgm,WOW,1,${BOSSBASE_ROOT}\stego\WOW\0.4bpp\stego\3664.pgm,0.7884203206608902,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.2969652425358902,0,0.8523219402958387,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.34695084654583874,0,0.3634209328406997,0.50048828125,0.548828125,0.50048828125,0.548828125,-0.1370673484093003,0,0.5836780397069826,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.05584600845698262,0,0.7025300573952054,0.4921875,0.62451171875,0.4921875,0.62451171875,0.21034255739520535,0,S-UNIWARD,ATTRIBUTED,S-UNIWARD,WOW,0.3832548356399308,0.33489779759874705,0.04835703804118374,4,"WOW,S-UNIWARD,HUGO,MiPOD"
WOW__STEGO__3390.pgm,3390.pgm,WOW,1,${BOSSBASE_ROOT}\stego\WOW\0.4bpp\stego\3390.pgm,0.6800292550948656,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.18857417696986556,0,0.5415300741064153,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.03615898035641529,0,0.56727749903977,0.50048828125,0.548828125,0.50048828125,0.548828125,0.06678921778976998,0,0.6595148131373801,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.13168278188738014,0,0.6312533946017395,0.4921875,0.62451171875,0.4921875,0.62451171875,0.13906589460173946,0,WOW,ATTRIBUTED,WOW,MiPOD,0.2308493835597827,0.18872994451486194,0.04211943904492077,5,"WOW,S-UNIWARD,HILL,HUGO,MiPOD"
