sample_id,image_name,true_algo,is_stego,path,p_WOW,tau_WOW,tau_fpr10_WOW,range_low_WOW,range_high_WOW,p_S-UNIWARD,tau_S-UNIWARD,tau_fpr10_S-UNIWARD,range_low_S-UNIWARD,range_high_S-UNIWARD,p_HILL,tau_HILL,tau_fpr10_HILL,range_low_HILL,range_high_HILL,p_HUGO,tau_HUGO,tau_fpr10_HUGO,range_low_HUGO,range_high_HUGO,p_MiPOD,tau_MiPOD,tau_fpr10_MiPOD,range_low_MiPOD,range_high_MiPOD,z_WOW,z_S-UNIWARD,z_HILL,z_HUGO,z_MiPOD,pred_algo,decision,decision_stage,candidate_algorithms,num_candidates,max_z_evidence,top1_mahal_algo,top2_mahal_algo,top1_mahal_norm,top2_mahal_norm,mahal_norm_separation,top1_cos_algo,top2_cos_algo,top1_cosine,top2_cosine,cosine_separation,M_WOW,Mn_WOW,COS_WOW,M_S-UNIWARD,Mn_S-UNIWARD,COS_S-UNIWARD,M_HILL,Mn_HILL,COS_HILL,M_HUGO,Mn_HUGO,COS_HUGO,M_MiPOD,Mn_MiPOD,COS_MiPOD
WOW__TEST__STEGO__52.pgm,52.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\52.pgm,0.9911526449170697,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.9892648373909093,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.9936610782629057,0.50048828125,0.548828125,0.50048828125,0.548828125,0.008315778477474129,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.991186833496954,0.4921875,0.62451171875,0.4921875,0.62451171875,3.5541182956928905,3.0511892310029403,2.8282400228425546,-0.6931875984615601,2.561045292598816,WOW,ATTRIBUTED,mahalanobis_separated,"WOW,S-UNIWARD,HILL,MiPOD",4,3.5541182956928905,WOW,S-UNIWARD,0.4359927712075543,0.669426027268189,0.2334332560606347,WOW,S-UNIWARD,0.9576589222146071,0.9265501501043879,0.03110877211021923,1.5393767329224508,0.4359927712075543,0.9576589222146071,2.0653862030473507,0.669426027268189,0.9265501501043879,2.2414213629109443,0.7250238124471469,0.8897608236349503,3.8943073190879796,1.2654425488721635,0.47523697145483584,2.3763818280615974,0.777175997663664,0.8730037788631917
WOW__TEST__STEGO__7548.pgm,7548.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\7548.pgm,0.9927952309111313,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.9940659331606164,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.9867261125456144,0.50048828125,0.548828125,0.50048828125,0.548828125,0.03155901917057399,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.23863889487701548,0.4921875,0.62451171875,0.4921875,0.62451171875,3.5611003417661458,3.07004313178255,2.8024973489621425,-0.606578095960883,-0.05554023211021215,UNKNOWN,UNKNOWN_OR_COVER,outside_all_mahalanobis_radii,,0,3.5611003417661458,S-UNIWARD,WOW,1.1198394717536253,1.1948063125189146,0.07496684076528926,WOW,S-UNIWARD,0.8710678835361492,0.8237364379793285,0.04733144555682067,4.218549387289977,1.1948063125189146,0.8710678835361492,3.45505089490816,1.1198394717536253,0.8237364379793285,4.3584587073914225,1.409813612342172,0.7132221089139399,4.297741879065141,1.3965373023289038,0.34426619966735905,4.173447009575263,1.3648912834890672,0.6706421097116948
WOW__TEST__STEGO__450.pgm,450.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\450.pgm,0.5144612976347093,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.5090779818091946,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.5084830726270853,0.50048828125,0.548828125,0.50048828125,0.548828125,0.5254144805675072,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.5147967036176525,0.4921875,0.62451171875,0.4921875,0.62451171875,1.527873726775265,1.16549567997374,1.0272535894287707,1.2336375772145238,0.9046517872995269,WOW|S-UNIWARD,AMBIGUOUS,cosine_insufficient_separation,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,1.527873726775265,S-UNIWARD,MiPOD,0.34062868098856397,0.37297344295069773,0.03234476196213376,WOW,S-UNIWARD,0.9460332386813864,0.9249114783367903,0.02112176034459612,1.328805358983421,0.37635331135527605,0.9460332386813864,1.050944763750791,0.34062868098856397,0.9249114783367903,1.2217922941667183,0.3952083806254396,0.8404533790704309,1.2462690558346265,0.4049710927706692,0.8442459098032177,1.1404460699276255,0.37297344295069773,0.8799093966635273
WOW__TEST__STEGO__637.pgm,637.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\637.pgm,0.9929335990367509,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.8547634457774486,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.7424217173984088,0.50048828125,0.548828125,0.50048828125,0.548828125,0.15882561045580992,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.687734866468537,0.4921875,0.62451171875,0.4921875,0.62451171875,3.5616884952215138,2.5230023307957246,1.8956365758591314,-0.13235437209592665,1.505952342869752,WOW,ATTRIBUTED,mahalanobis_separated,"WOW,S-UNIWARD,HILL,MiPOD",4,3.5616884952215138,WOW,S-UNIWARD,0.32597844924583735,0.5090761922984269,0.18309774305258958,WOW,S-UNIWARD,0.9749487595333897,0.920217558557084,0.05473120097630568,1.1509448627172318,0.32597844924583735,0.9749487595333897,1.5706574005850804,0.5090761922984269,0.920217558557084,1.9738264112796342,0.6384659187669612,0.8168462952894723,3.2102407024575053,1.0431573176311033,0.48951006895097926,2.053758915560717,0.6716648458229888,0.8117265852571057
WOW__TEST__STEGO__7056.pgm,7056.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\7056.pgm,0.9903290072365529,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.9864678513445929,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.9889278398167658,0.50048828125,0.548828125,0.50048828125,0.548828125,0.008187909901696235,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.9847524093785005,0.4921875,0.62451171875,0.4921875,0.62451171875,3.5506173062446504,3.040205468143651,2.810670186352462,-0.6936640653140022,2.53867300221814,WOW,ATTRIBUTED,mahalanobis_separated,"WOW,S-UNIWARD,HILL,MiPOD",4,3.5506173062446504,WOW,S-UNIWARD,0.432205365040705,0.6658934378658637,0.23368807282515874,WOW,S-UNIWARD,0.957727259468526,0.9262451407762609,0.03148211869226514,1.5260043898094515,0.432205365040705,0.957727259468526,2.0544870728740463,0.6658934378658637,0.9262451407762609,2.2330220362208593,0.7223069150535547,0.8885839520453488,3.885776976670146,1.2626706417350286,0.4740881719154026,2.3674697768470097,0.7742613851160766,0.8717906699339582
WOW__TEST__STEGO__9661.pgm,9661.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\9661.pgm,0.9876638995791303,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.9893885786697612,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.992767236196521,0.50048828125,0.548828125,0.50048828125,0.548828125,0.9588471107825551,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.9869292152258129,0.4921875,0.62451171875,0.4921875,0.62451171875,3.539288885984413,3.0516751629455054,2.824922070634346,2.8487042955843713,2.5462416877169334,WOW,ATTRIBUTED,mahalanobis_separated,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,3.539288885984413,WOW,S-UNIWARD,0.5400330552556284,0.7411299531583638,0.20109689790273544,WOW,S-UNIWARD,0.9537730370337903,0.9445534696962838,0.009219567337506507,1.9067158337673253,0.5400330552556284,0.9537730370337903,2.2866149769602084,0.7411299531583638,0.9445534696962838,2.7117283426129304,0.8771521739798485,0.8793215358413362,2.6355750650159324,0.8564215802051167,0.8456744430538533,2.311252466956054,0.7558759794609133,0.9138468808509597
WOW__TEST__STEGO__7451.pgm,7451.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\7451.pgm,0.9909797204985978,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.987711402470298,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.9926826025287876,0.50048828125,0.548828125,0.50048828125,0.548828125,0.007460643463940165,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.4058607701104689,0.4921875,0.62451171875,0.4921875,0.62451171875,3.553383255785497,3.0450888928164823,2.8246079094695213,-0.6963740223802813,0.5258849711173136,WOW,ATTRIBUTED,cosine_tiebreaker,"WOW,S-UNIWARD",2,3.553383255785497,S-UNIWARD,WOW,0.9548816585189457,0.9598244973826222,0.004942838863676524,WOW,S-UNIWARD,0.9047464662202457,0.8593461379777093,0.04540032824253637,3.388889900324553,0.9598244973826222,0.9047464662202457,2.946105055245916,0.9548816585189457,0.8593461379777093,3.656283447584915,1.182683724006577,0.7677548392406178,4.050715075207005,1.3162667425860248,0.3718388536357729,3.548504989435195,1.1605091710486277,0.7291456624289248
WOW__TEST__STEGO__3439.pgm,3439.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\3439.pgm,0.5105651385997119,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.5046080238285706,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.5030688854120712,0.50048828125,0.548828125,0.50048828125,0.548828125,0.5041083364949797,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.5136913396703219,0.4921875,0.62451171875,0.4921875,0.62451171875,1.5113125470322086,1.1479421571326722,1.0071560631416416,1.1542461290643022,0.9008084716040183,WOW|S-UNIWARD,AMBIGUOUS,cosine_insufficient_separation,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,1.5113125470322086,S-UNIWARD,MiPOD,0.33886357386529764,0.3668753269552271,0.02801175308992948,WOW,S-UNIWARD,0.9529131961618996,0.930446340236231,0.02246685592566866,1.3271835168290267,0.3758939621652872,0.9529131961618996,1.0454988627090103,0.33886357386529764,0.930446340236231,1.2071057376983616,0.3904577775756946,0.84629779146342,1.2954439749461328,0.4209503234482369,0.8346558600202921,1.1217997760628997,0.3668753269552271,0.884306072393966
WOW__TEST__STEGO__3664.pgm,3664.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\3664.pgm,0.7884203206608902,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.8523219402958387,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.3634209328406997,0.50048828125,0.548828125,0.50048828125,0.548828125,0.5836780397069826,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.7025300573952054,0.4921875,0.62451171875,0.4921875,0.62451171875,2.6923756328356,2.5134145399431476,0.4887812293412961,1.4507406024603449,1.5573947566049098,S-UNIWARD|WOW,AMBIGUOUS,cosine_insufficient_separation,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,2.6923756328356,S-UNIWARD,WOW,0.45425781875971777,0.5487934773821411,0.09453565862242336,S-UNIWARD,WOW,0.9340844155318319,0.924656163035218,0.009428252496613831,1.937646598868733,0.5487934773821411,0.924656163035218,1.401525774731838,0.45425781875971777,0.9340844155318319,2.5228498607455205,0.8160563892787994,0.7282610313418744,2.3295264593426315,0.7569720771462022,0.7423616976526747,2.068523468000264,0.6764934704306859,0.7871661044856474
WOW__TEST__STEGO__3390.pgm,3390.pgm,WOW,1,<BOSSBASE_ROOT>\stego\WOW\0.4bpp\stego\3390.pgm,0.6800292550948656,0.491455078125,0.51220703125,0.491455078125,0.51220703125,0.5415300741064153,0.50537109375,0.5322265625,0.50537109375,0.5322265625,0.56727749903977,0.50048828125,0.548828125,0.50048828125,0.548828125,0.6595148131373801,0.52783203125,0.54833984375,0.52783203125,0.54833984375,0.6312533946017395,0.4921875,0.62451171875,0.4921875,0.62451171875,2.2316439472817207,1.2929350308242336,1.2454991881566544,1.7333253463344285,1.309568040798651,WOW,ATTRIBUTED,cosine_tiebreaker,"WOW,S-UNIWARD,HILL,HUGO,MiPOD",5,2.2316439472817207,WOW,S-UNIWARD,0.2948103799066465,0.39881236899623546,0.10400198908958896,WOW,S-UNIWARD,0.9386040967418348,0.8933862482916219,0.045217848450212816,1.0408985410363079,0.2948103799066465,0.9386040967418348,1.2304594249058947,0.39881236899623546,0.8933862482916219,1.464067242670379,0.4735761118031402,0.8166238311651611,1.4339680430016033,0.46596327065480414,0.8356750932058417,1.2900817750927034,0.4219105611673587,0.8622159070671437
